anime_id,title,genre,aired,episodes,members,popularity,ranked,score
3354,Zombie-Loan Specials,Action,Apr 25 2008,2,25330,2820,3368,7.11
3354,Zombie-Loan Specials,Horror,Apr 25 2008,2,25330,2820,3368,7.11
3354,Zombie-Loan Specials,Supernatural,Apr 25 2008,2,25330,2820,3368,7.11
3354,Zombie-Loan Specials,Shounen,Apr 25 2008,2,25330,2820,3368,7.11
3355,Fortune Dogs,Adventure,Jul 4 2002 to Mar 29 2003,39,712,10206,5798,6.55
3356,Mahoutsukai Sally,Magic,Dec 5 1966 to Dec 30 1968,109,2453,7460,6305,6.45
3356,Mahoutsukai Sally,Fantasy,Dec 5 1966 to Dec 30 1968,109,2453,7460,6305,6.45
3356,Mahoutsukai Sally,School,Dec 5 1966 to Dec 30 1968,109,2453,7460,6305,6.45
3356,Mahoutsukai Sally,Shoujo,Dec 5 1966 to Dec 30 1968,109,2453,7460,6305,6.45
3358,Kure-nai,Comedy,Apr 4 2008 to Jun 20 2008,12,74770,1425,2022,7.42
3358,Kure-nai,Drama,Apr 4 2008 to Jun 20 2008,12,74770,1425,2022,7.42
3358,Kure-nai,MartialArts,Apr 4 2008 to Jun 20 2008,12,74770,1425,2022,7.42
3359,Amatsuki,Action,Apr 5 2008 to Jun 28 2008,13,50010,1894,3925,6.96
3359,Amatsuki,Demons,Apr 5 2008 to Jun 28 2008,13,50010,1894,3925,6.96
3359,Amatsuki,Fantasy,Apr 5 2008 to Jun 28 2008,13,50010,1894,3925,6.96
3359,Amatsuki,Historical,Apr 5 2008 to Jun 28 2008,13,50010,1894,3925,6.96
3359,Amatsuki,Shoujo,Apr 5 2008 to Jun 28 2008,13,50010,1894,3925,6.96
3359,Amatsuki,Supernatural,Apr 5 2008 to Jun 28 2008,13,50010,1894,3925,6.96
3361,UFO Senshi Dai Apolon,Action,Apr 6 1976 to Sep 28 1976,26,611,10556,7123,6.29
3361,UFO Senshi Dai Apolon,Sci-Fi,Apr 6 1976 to Sep 28 1976,26,611,10556,7123,6.29
3361,UFO Senshi Dai Apolon,Mecha,Apr 6 1976 to Sep 28 1976,26,611,10556,7123,6.29
3362,Oshare Majo Love and Berry: Shiawase no Mahou,Magic,Mar 21 2007,1,562,10715,7763,6.15
3363,RD Sennou Chousashitsu,Action,Apr 9 2008 to Oct 1 2008,26,21099,3103,3145,7.16
3363,RD Sennou Chousashitsu,Sci-Fi,Apr 9 2008 to Oct 1 2008,26,21099,3103,3145,7.16
3366,Persona: Trinity Soul,Action,Jan 5 2008 to Jun 28 2008,26,63273,1607,5399,6.64
3366,Persona: Trinity Soul,Sci-Fi,Jan 5 2008 to Jun 28 2008,26,63273,1607,5399,6.64
3366,Persona: Trinity Soul,SuperPower,Jan 5 2008 to Jun 28 2008,26,63273,1607,5399,6.64
3367,Furusato Japan,Historical,Apr 7 2007,1,1970,7991,4411,6.84
3369,Shoubushi Densetsu Tetsuya,Game,Oct 7 2000 to Mar 24 2001,20,5934,5367,1523,7.57
3369,Shoubushi Densetsu Tetsuya,Historical,Oct 7 2000 to Mar 24 2001,20,5934,5367,1523,7.57
3369,Shoubushi Densetsu Tetsuya,Shounen,Oct 7 2000 to Mar 24 2001,20,5934,5367,1523,7.57
3370,Natural: Another,Hentai,Feb 25 2000 to Jun 25 2000,2,1607,8451,,6.09
3370,Natural: Another,Romance,Feb 25 2000 to Jun 25 2000,2,1607,8451,,6.09
3371,Ginga Eiyuu Densetsu Gaiden,Action,Feb 9 1998 to Sep 26 1998,24,15273,3632,597,7.99
3371,Ginga Eiyuu Densetsu Gaiden,Military,Feb 9 1998 to Sep 26 1998,24,15273,3632,597,7.99
3371,Ginga Eiyuu Densetsu Gaiden,Sci-Fi,Feb 9 1998 to Sep 26 1998,24,15273,3632,597,7.99
3371,Ginga Eiyuu Densetsu Gaiden,Space,Feb 9 1998 to Sep 26 1998,24,15273,3632,597,7.99
3372,RGB Adventure,Adventure,Nov 19 2006 to Dec 24 2006,6,194,13487,13646,5.47
3375,Kirepapa.,Comedy,Jan 25 2008 to Nov 28 2008,2,41191,2142,,6.87
3375,Kirepapa.,Drama,Jan 25 2008 to Nov 28 2008,2,41191,2142,,6.87
3375,Kirepapa.,Romance,Jan 25 2008 to Nov 28 2008,2,41191,2142,,6.87
3375,Kirepapa.,Yaoi,Jan 25 2008 to Nov 28 2008,2,41191,2142,,6.87
3377,Tres Marias: Sannin no Sei Shojo,Hentai,Mar 16 2001 to Jun 13 2001,2,1432,8740,,5.53
3378,Leatherman,Hentai,Nov 18 2001 to Oct 18 2002,5,1342,8888,,5.93
3379,Mikagura Tanteidan,Hentai,Mar 26 2004 to Sep 24 2004,3,1522,8593,,5.95
3380,Hana Dorei,Hentai,Aug 10 2001 to Nov 9 2001,2,1422,8755,,5.66
3381,Fushigi no Umi no Nadia Omake Gekijou,Sci-Fi,Feb 18 2003,10,2969,7035,5754,6.56
3381,Fushigi no Umi no Nadia Omake Gekijou,Adventure,Feb 18 2003,10,2969,7035,5754,6.56
3382,Korashime,Hentai,Jun 15 2001 to Sep 14 2001,2,2099,7851,,5.97
3383,Orchidâ˜…Emblem,Hentai,Jun 21 1997,1,1068,9383,,5.5
3384,Mi-da-ra,Hentai,Jan 25 2002 to Jul 25 2002,3,1340,8891,,5.81
3385,Dorei Ichiba,Hentai,May 31 2002 to Nov 28 2002,3,2987,7016,,6.33
3388,Majokko Megu-chan,Magic,Apr 1 1974 to Sep 29 1975,72,1896,8073,4904,6.74
3388,Majokko Megu-chan,Shoujo,Apr 1 1974 to Sep 29 1975,72,1896,8073,4904,6.74
3389,Bus Gamer,Action,Mar 14 2008 to Mar 29 2008,3,23729,2928,5608,6.59
3390,Hoshi no Umi no Amuri,Sci-Fi,Apr 1 2008 to Sep 26 2008,3,2847,7122,8844,5.84
3390,Hoshi no Umi no Amuri,Adventure,Apr 1 2008 to Sep 26 2008,3,2847,7122,8844,5.84
3390,Hoshi no Umi no Amuri,Fantasy,Apr 1 2008 to Sep 26 2008,3,2847,7122,8844,5.84
3391,Maicching Machiko-sensei,Comedy,Oct 8 1981 to Oct 6 1983,95,2108,7839,6084,6.5
3391,Maicching Machiko-sensei,Ecchi,Oct 8 1981 to Oct 6 1983,95,2108,7839,6084,6.5
3391,Maicching Machiko-sensei,School,Oct 8 1981 to Oct 6 1983,95,2108,7839,6084,6.5
3392,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,Harem,Mar 25 2007,1,20335,3166,1624,7.53
3392,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,Music,Mar 25 2007,1,20335,3166,1624,7.53
3392,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,Romance,Mar 25 2007,1,20335,3166,1624,7.53
3392,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,School,Mar 25 2007,1,20335,3166,1624,7.53
3392,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,Shoujo,Mar 25 2007,1,20335,3166,1624,7.53
3393,Dark,Hentai,Sep 15 2000 to Dec 15 2000,2,1926,8047,,5.6
3394,Kimagure Orangeâ˜†Road: Shounen Jump Special,Romance,Nov 23 1985,1,2878,7101,5089,6.7
3394,Kimagure Orangeâ˜†Road: Shounen Jump Special,Drama,Nov 23 1985,1,2878,7101,5089,6.7
3394,Kimagure Orangeâ˜†Road: Shounen Jump Special,Shounen,Nov 23 1985,1,2878,7101,5089,6.7
3396,Gloria: Kindan no Ketsuzoku,Drama,Nov 28 1997 to Apr 24 1998,3,1007,9490,,5.52
3396,Gloria: Kindan no Ketsuzoku,Hentai,Nov 28 1997 to Apr 24 1998,3,1007,9490,,5.52
3396,Gloria: Kindan no Ketsuzoku,Mystery,Nov 28 1997 to Apr 24 1998,3,1007,9490,,5.52
3396,Gloria: Kindan no Ketsuzoku,Romance,Nov 28 1997 to Apr 24 1998,3,1007,9490,,5.52
3398,Shin Hurricane Polymar,Action,Sep 21 1996 to Feb 21 1997,2,1339,8892,8603,5.92
3398,Shin Hurricane Polymar,MartialArts,Sep 21 1996 to Feb 21 1997,2,1339,8892,8603,5.92
3398,Shin Hurricane Polymar,SuperPower,Sep 21 1996 to Feb 21 1997,2,1339,8892,8603,5.92
3398,Shin Hurricane Polymar,Sci-Fi,Sep 21 1996 to Feb 21 1997,2,1339,8892,8603,5.92
3399,Rokushin Gattai GodMars,Action,Oct 2 1981 to Dec 24 1982,64,1587,8492,6181,6.48
3399,Rokushin Gattai GodMars,Mecha,Oct 2 1981 to Dec 24 1982,64,1587,8492,6181,6.48
3399,Rokushin Gattai GodMars,Sci-Fi,Oct 2 1981 to Dec 24 1982,64,1587,8492,6181,6.48
3399,Rokushin Gattai GodMars,Space,Oct 2 1981 to Dec 24 1982,64,1587,8492,6181,6.48
3401,Aru Tabibito no Nikki Specials,Adventure,Feb 11 2006,3,6601,5134,6375,6.43
3401,Aru Tabibito no Nikki Specials,Fantasy,Feb 11 2006,3,6601,5134,6375,6.43
3402,Sexy Sailor Soldiers,Action,Oct 25 2003,1,1912,8055,,5.63
3402,Sexy Sailor Soldiers,Comedy,Oct 25 2003,1,1912,8055,,5.63
3402,Sexy Sailor Soldiers,Hentai,Oct 25 2003,1,1912,8055,,5.63
3402,Sexy Sailor Soldiers,SuperPower,Oct 25 2003,1,1912,8055,,5.63
3403,The Guts!,Hentai,Feb 25 2005 to Sep 22 2005,2,4814,5841,,6.39
3406,iDOLM@STER Xenoglossia Specials,Comedy,Jul 27 2007 to Mar 25 2008,9,3057,6973,8073,6.08
3406,iDOLM@STER Xenoglossia Specials,Mecha,Jul 27 2007 to Mar 25 2008,9,3057,6973,8073,6.08
3406,iDOLM@STER Xenoglossia Specials,Sci-Fi,Jul 27 2007 to Mar 25 2008,9,3057,6973,8073,6.08
3407,Blassreiter,Action,Apr 6 2008 to Sep 28 2008,24,70255,1493,3836,6.99
3407,Blassreiter,Sci-Fi,Apr 6 2008 to Sep 28 2008,24,70255,1493,3836,6.99
3410,Sky Girls Specials,Comedy,Nov 13 2007 to Jun 25 2008,9,3426,6682,5597,6.6
3410,Sky Girls Specials,Mecha,Nov 13 2007 to Jun 25 2008,9,3426,6682,5597,6.6
3410,Sky Girls Specials,Military,Nov 13 2007 to Jun 25 2008,9,3426,6682,5597,6.6
3410,Sky Girls Specials,Sci-Fi,Nov 13 2007 to Jun 25 2008,9,3426,6682,5597,6.6
3411,Haitoku no Shoujo,Hentai,Sep 18 2001 to Jan 18 2002,2,2505,7415,,5.86
3411,Haitoku no Shoujo,Psychological,Sep 18 2001 to Jan 18 2002,2,2505,7415,,5.86
3414,Hula Kappa,Comedy,Apr 1 2006 to Dec 21 2006,78,250,12615,12369,5.68
3417,Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,Comedy,Dec 26 2007 to Mar 26 2008,4,4356,6071,6284,6.46
3417,Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,Ecchi,Dec 26 2007 to Mar 26 2008,4,4356,6071,6284,6.46
3417,Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,Magic,Dec 26 2007 to Mar 26 2008,4,4356,6071,6284,6.46
3418,Jungle no Ouja Taa-chan,Action,Oct 14 1993 to Sep 29 1994,50,1499,8635,2774,7.24
3418,Jungle no Ouja Taa-chan,Comedy,Oct 14 1993 to Sep 29 1994,50,1499,8635,2774,7.24
3418,Jungle no Ouja Taa-chan,Parody,Oct 14 1993 to Sep 29 1994,50,1499,8635,2774,7.24
3419,Sumomomo Momomo: Chijou Saikyou no Yome Specials,Comedy,Sep 4 2007,2,9382,4456,3863,6.99
3419,Sumomomo Momomo: Chijou Saikyou no Yome Specials,Ecchi,Sep 4 2007,2,9382,4456,3863,6.99
3419,Sumomomo Momomo: Chijou Saikyou no Yome Specials,MartialArts,Sep 4 2007,2,9382,4456,3863,6.99
3419,Sumomomo Momomo: Chijou Saikyou no Yome Specials,Romance,Sep 4 2007,2,9382,4456,3863,6.99
3420,Shigofumi,Drama,Jan 6 2008 to Mar 23 2008,12,71085,1478,1640,7.53
3420,Shigofumi,Fantasy,Jan 6 2008 to Mar 23 2008,12,71085,1478,1640,7.53
3420,Shigofumi,Psychological,Jan 6 2008 to Mar 23 2008,12,71085,1478,1640,7.53
3420,Shigofumi,Supernatural,Jan 6 2008 to Mar 23 2008,12,71085,1478,1640,7.53
3420,Shigofumi,Thriller,Jan 6 2008 to Mar 23 2008,12,71085,1478,1640,7.53
3421,Kodomo no Omocha,Comedy,Dec 16 1995,1,4351,6075,2827,7.23
3421,Kodomo no Omocha,Drama,Dec 16 1995,1,4351,6075,2827,7.23
3421,Kodomo no Omocha,School,Dec 16 1995,1,4351,6075,2827,7.23
3421,Kodomo no Omocha,Shoujo,Dec 16 1995,1,4351,6075,2827,7.23
3422,Donburi Kazoku,Hentai,Jun 9 2006 to Oct 10 2006,2,3671,6509,,5.93
3424,Porphy no Nagai Tabi,Drama,Jan 6 2008 to Dec 28 2008,52,2096,7852,3478,7.08
3424,Porphy no Nagai Tabi,Historical,Jan 6 2008 to Dec 28 2008,52,2096,7852,3478,7.08
3424,Porphy no Nagai Tabi,Kids,Jan 6 2008 to Dec 28 2008,52,2096,7852,3478,7.08
3424,Porphy no Nagai Tabi,SliceofLife,Jan 6 2008 to Dec 28 2008,52,2096,7852,3478,7.08
3425,Meiken Lassie,Adventure,Jan 14 1996 to Aug 18 1996,26,833,9898,4421,6.84
3425,Meiken Lassie,SliceofLife,Jan 14 1996 to Aug 18 1996,26,833,9898,4421,6.84
3425,Meiken Lassie,Kids,Jan 14 1996 to Aug 18 1996,26,833,9898,4421,6.84
3427,Oni-Tensei,Hentai,Mar 25 2000 to Sep 25 2000,4,2135,7794,,6.25
3427,Oni-Tensei,Horror,Mar 25 2000 to Sep 25 2000,4,2135,7794,,6.25
3427,Oni-Tensei,Supernatural,Mar 25 2000 to Sep 25 2000,4,2135,7794,,6.25
3428,Injuu vs. Onna Spy,Hentai,Mar 28 1997,1,1099,9325,,5.51
3428,Injuu vs. Onna Spy,Horror,Mar 28 1997,1,1099,9325,,5.51
3429,Blame! Special,Mecha,Oct 24 2003,1,6501,5164,10128,5.41
3429,Blame! Special,Sci-Fi,Oct 24 2003,1,6501,5164,10128,5.41
3430,Blame! Prologue,Action,Sep 7 2007,2,7791,4799,9713,5.56
3430,Blame! Prologue,Mecha,Sep 7 2007,2,7791,4799,9713,5.56
3430,Blame! Prologue,Sci-Fi,Sep 7 2007,2,7791,4799,9713,5.56
3432,Chou Mashin Eiyuuden Wataru,Action,Oct 2 1997 to Sep 24 1998,51,1079,9357,3454,7.08
3432,Chou Mashin Eiyuuden Wataru,Adventure,Oct 2 1997 to Sep 24 1998,51,1079,9357,3454,7.08
3432,Chou Mashin Eiyuuden Wataru,Comedy,Oct 2 1997 to Sep 24 1998,51,1079,9357,3454,7.08
3432,Chou Mashin Eiyuuden Wataru,Mecha,Oct 2 1997 to Sep 24 1998,51,1079,9357,3454,7.08
3433,Go-Q-Choji Ikkiman,Sci-Fi,Apr 13 1986 to Nov 23 1986,32,532,10830,5619,6.59
3433,Go-Q-Choji Ikkiman,Sports,Apr 13 1986 to Nov 23 1986,32,532,10830,5619,6.59
3434,Hey! Bumboo,Adventure,Apr 8 1985 to Apr 3 1986,130,988,9544,7983,6.1
3434,Hey! Bumboo,Cars,Apr 8 1985 to Apr 3 1986,130,988,9544,7983,6.1
3434,Hey! Bumboo,Kids,Apr 8 1985 to Apr 3 1986,130,988,9544,7983,6.1
3435,Joou Heika no Petite Angie,Historical,Dec 13 1977 to Jun 27 1978,26,854,9850,6030,6.51
3435,Joou Heika no Petite Angie,Mystery,Dec 13 1977 to Jun 27 1978,26,854,9850,6030,6.51
3435,Joou Heika no Petite Angie,Shoujo,Dec 13 1977 to Jun 27 1978,26,854,9850,6030,6.51
3436,Meme Iroiro Yume no Tabi,Adventure,Apr 3 1983 to Sep 29 1985,127,504,10976,5815,6.55
3436,Meme Iroiro Yume no Tabi,Kids,Apr 3 1983 to Sep 29 1985,127,504,10976,5815,6.55
3436,Meme Iroiro Yume no Tabi,Sci-Fi,Apr 3 1983 to Sep 29 1985,127,504,10976,5815,6.55
3437,Mister Ajikko,Comedy,Oct 8 1987 to Sep 28 1989,99,3227,6836,2926,7.21
3437,Mister Ajikko,Shounen,Oct 8 1987 to Sep 28 1989,99,3227,6836,2926,7.21
3438,Moero! Top Striker,Action,Oct 10 1991 to Sep 24 1992,49,3066,6960,4851,6.75
3438,Moero! Top Striker,Shounen,Oct 10 1991 to Sep 24 1992,49,3066,6960,4851,6.75
3438,Moero! Top Striker,Sports,Oct 10 1991 to Sep 24 1992,49,3066,6960,4851,6.75
3439,Darcrows,Hentai,Oct 25 2003 to Jan 25 2004,2,2195,7730,,5.81
3442,Ninpou Midare Karakuri,Hentai,Aug 23 1996 to Nov 29 1996,2,1728,8271,,6.18
3444,Theâ˜†Ultraman,Action,Apr 4 1979 to Mar 26 1980,50,1585,8495,6003,6.52
3444,Theâ˜†Ultraman,Sci-Fi,Apr 4 1979 to Mar 26 1980,50,1585,8495,6003,6.52
3444,Theâ˜†Ultraman,Space,Apr 4 1979 to Mar 26 1980,50,1585,8495,6003,6.52
3444,Theâ˜†Ultraman,SuperPower,Apr 4 1979 to Mar 26 1980,50,1585,8495,6003,6.52
3446,Biohazard: Degeneration,Action,Oct 18 2008,1,27237,2710,3291,7.12
3446,Biohazard: Degeneration,Horror,Oct 18 2008,1,27237,2710,3291,7.12
3446,Biohazard: Degeneration,Sci-Fi,Oct 18 2008,1,27237,2710,3291,7.12
3447,Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi,Sci-Fi,Jul 24 2007,1,10815,4189,3601,7.05
3447,Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi,Comedy,Jul 24 2007,1,10815,4189,3601,7.05
3447,Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi,Mecha,Jul 24 2007,1,10815,4189,3601,7.05
3448,Madâ˜…Bull 34,Action,Dec 21 1990 to Aug 21 1992,4,6720,5105,6823,6.35
3448,Madâ˜…Bull 34,Police,Dec 21 1990 to Aug 21 1992,4,6720,5105,6823,6.35
3449,Kamichu! Specials,SliceofLife,Nov 23 2005 to Mar 29 2006,4,8863,4557,1587,7.54
3449,Kamichu! Specials,Comedy,Nov 23 2005 to Mar 29 2006,4,8863,4557,1587,7.54
3449,Kamichu! Specials,Supernatural,Nov 23 2005 to Mar 29 2006,4,8863,4557,1587,7.54
3449,Kamichu! Specials,Drama,Nov 23 2005 to Mar 29 2006,4,8863,4557,1587,7.54
3451,Space Oz no Bouken,Adventure,Oct 5 1992 to Apr 4 1993,26,281,12328,7162,6.28
3451,Space Oz no Bouken,Sci-Fi,Oct 5 1992 to Apr 4 1993,26,281,12328,7162,6.28
3452,Onna Kyoushi,Hentai,Dec 25 2002 to Aug 25 2003,3,2338,7574,,6.12
3454,Kowaremono,Hentai,May 20 2000 to Nov 20 2000,3,2354,7551,,5.67
3455,To LOVE-Ru,Sci-Fi,Apr 4 2008 to Sep 26 2008,26,395149,220,3059,7.18
3455,To LOVE-Ru,Harem,Apr 4 2008 to Sep 26 2008,26,395149,220,3059,7.18
3455,To LOVE-Ru,Comedy,Apr 4 2008 to Sep 26 2008,26,395149,220,3059,7.18
3455,To LOVE-Ru,Romance,Apr 4 2008 to Sep 26 2008,26,395149,220,3059,7.18
3455,To LOVE-Ru,Ecchi,Apr 4 2008 to Sep 26 2008,26,395149,220,3059,7.18
3455,To LOVE-Ru,School,Apr 4 2008 to Sep 26 2008,26,395149,220,3059,7.18
3455,To LOVE-Ru,Shounen,Apr 4 2008 to Sep 26 2008,26,395149,220,3059,7.18
3456,Candyâ˜†Boy: Side Story For Archive,Romance,Nov 22 2007,1,25684,2798,4123,6.91
3456,Candyâ˜†Boy: Side Story For Archive,School,Nov 22 2007,1,25684,2798,4123,6.91
3456,Candyâ˜†Boy: Side Story For Archive,ShoujoAi,Nov 22 2007,1,25684,2798,4123,6.91
3457,Vampire Knight,Drama,Apr 8 2008 to Jul 1 2008,13,402508,206,2896,7.22
3457,Vampire Knight,Mystery,Apr 8 2008 to Jul 1 2008,13,402508,206,2896,7.22
3457,Vampire Knight,Romance,Apr 8 2008 to Jul 1 2008,13,402508,206,2896,7.22
3457,Vampire Knight,Shoujo,Apr 8 2008 to Jul 1 2008,13,402508,206,2896,7.22
3457,Vampire Knight,Supernatural,Apr 8 2008 to Jul 1 2008,13,402508,206,2896,7.22
3457,Vampire Knight,Vampire,Apr 8 2008 to Jul 1 2008,13,402508,206,2896,7.22
3458,Pi Po Pa Po Patrol-kun,Cars,Dec 4 2000 to Mar 7 2001,65,298,12155,13543,5.85
3458,Pi Po Pa Po Patrol-kun,Comedy,Dec 4 2000 to Mar 7 2001,65,298,12155,13543,5.85
3458,Pi Po Pa Po Patrol-kun,Police,Dec 4 2000 to Mar 7 2001,65,298,12155,13543,5.85
3458,Pi Po Pa Po Patrol-kun,Kids,Dec 4 2000 to Mar 7 2001,65,298,12155,13543,5.85
3460,Bosco Daibouken,Kids,Oct 6 1986 to Mar 30 1987,26,1128,9268,3167,7.15
3460,Bosco Daibouken,Adventure,Oct 6 1986 to Mar 30 1987,26,1128,9268,3167,7.15
3460,Bosco Daibouken,Fantasy,Oct 6 1986 to Mar 30 1987,26,1128,9268,3167,7.15
3461,Gensou Jotan Ellcia,Adventure,Oct 23 1992 to Sep 23 1993,4,1642,8393,8279,6.02
3461,Gensou Jotan Ellcia,Fantasy,Oct 23 1992 to Sep 23 1993,4,1642,8393,8279,6.02
3462,Minky Momo in Yume ni Kakeru Hashi,Drama,May 21 1993,1,1444,8713,3350,7.11
3462,Minky Momo in Yume ni Kakeru Hashi,Shoujo,May 21 1993,1,1444,8713,3350,7.11
3462,Minky Momo in Yume ni Kakeru Hashi,SliceofLife,May 21 1993,1,1444,8713,3350,7.11
3463,A.LI.CE,Sci-Fi,Feb 5 2000,1,1508,8620,10729,5.12
3464,Kemeko Deluxe!,Action,Oct 5 2008 to Dec 21 2008,12,33500,2407,5289,6.66
3464,Kemeko Deluxe!,Comedy,Oct 5 2008 to Dec 21 2008,12,33500,2407,5289,6.66
3464,Kemeko Deluxe!,Ecchi,Oct 5 2008 to Dec 21 2008,12,33500,2407,5289,6.66
3464,Kemeko Deluxe!,Romance,Oct 5 2008 to Dec 21 2008,12,33500,2407,5289,6.66
3464,Kemeko Deluxe!,School,Oct 5 2008 to Dec 21 2008,12,33500,2407,5289,6.66
3464,Kemeko Deluxe!,Sci-Fi,Oct 5 2008 to Dec 21 2008,12,33500,2407,5289,6.66
3464,Kemeko Deluxe!,Shounen,Oct 5 2008 to Dec 21 2008,12,33500,2407,5289,6.66
3465,Nagasaki 1945: Angelus no Kane,Drama,Sep 9 2005,1,595,10610,6176,6.48
3465,Nagasaki 1945: Angelus no Kane,Historical,Sep 9 2005,1,595,10610,6176,6.48
3465,Nagasaki 1945: Angelus no Kane,Military,Sep 9 2005,1,595,10610,6176,6.48
3466,Kino no Tabi: The Beautiful World - Tou no Kuni,Adventure,Oct 19 2005,1,29223,2601,1332,7.63
3466,Kino no Tabi: The Beautiful World - Tou no Kuni,Fantasy,Oct 19 2005,1,29223,2601,1332,7.63
3466,Kino no Tabi: The Beautiful World - Tou no Kuni,Psychological,Oct 19 2005,1,29223,2601,1332,7.63
3467,Nogizaka Haruka no Himitsu,Comedy,Jul 3 2008 to Sep 25 2008,12,106372,1044,2596,7.29
3467,Nogizaka Haruka no Himitsu,Romance,Jul 3 2008 to Sep 25 2008,12,106372,1044,2596,7.29
3468,Maria-sama ga Miteru Specials,Drama,Apr 4 2004 to Oct 23 2004,7,7620,4840,1835,7.47
3468,Maria-sama ga Miteru Specials,Romance,Apr 4 2004 to Oct 23 2004,7,7620,4840,1835,7.47
3468,Maria-sama ga Miteru Specials,School,Apr 4 2004 to Oct 23 2004,7,7620,4840,1835,7.47
3468,Maria-sama ga Miteru Specials,Shoujo,Apr 4 2004 to Oct 23 2004,7,7620,4840,1835,7.47
3468,Maria-sama ga Miteru Specials,ShoujoAi,Apr 4 2004 to Oct 23 2004,7,7620,4840,1835,7.47
3468,Maria-sama ga Miteru Specials,SliceofLife,Apr 4 2004 to Oct 23 2004,7,7620,4840,1835,7.47
3469,Maria-sama ga Miteru: Haru Specials,SliceofLife,Oct 22 2004 to May 23 2005,6,6920,5037,1975,7.43
3469,Maria-sama ga Miteru: Haru Specials,Romance,Oct 22 2004 to May 23 2005,6,6920,5037,1975,7.43
3469,Maria-sama ga Miteru: Haru Specials,School,Oct 22 2004 to May 23 2005,6,6920,5037,1975,7.43
3469,Maria-sama ga Miteru: Haru Specials,Drama,Oct 22 2004 to May 23 2005,6,6920,5037,1975,7.43
3469,Maria-sama ga Miteru: Haru Specials,Shoujo,Oct 22 2004 to May 23 2005,6,6920,5037,1975,7.43
3469,Maria-sama ga Miteru: Haru Specials,ShoujoAi,Oct 22 2004 to May 23 2005,6,6920,5037,1975,7.43
3470,Special A,Comedy,Apr 7 2008 to Sep 15 2008,24,251530,391,1259,7.66
3470,Special A,Romance,Apr 7 2008 to Sep 15 2008,24,251530,391,1259,7.66
3470,Special A,School,Apr 7 2008 to Sep 15 2008,24,251530,391,1259,7.66
3470,Special A,Shoujo,Apr 7 2008 to Sep 15 2008,24,251530,391,1259,7.66
3472,Tenrankai no E,Comedy,Nov 11 1966,1,1563,8521,7025,6.31
3473,Souseiki,Parody,Oct 1 1968,1,1336,8894,9698,5.57
3474,Push,Parody,Aug 21 1987,1,1693,8317,6836,6.35
3475,Muramasa,Historical,Aug 21 1987,1,4002,6285,7305,6.25
3475,Muramasa,Horror,Aug 21 1987,1,4002,6285,7305,6.25
3475,Muramasa,MartialArts,Aug 21 1987,1,4002,6285,7305,6.25
3475,Muramasa,Samurai,Aug 21 1987,1,4002,6285,7305,6.25
3478,Mrs. Junkie,Hentai,Feb 25 2006 to Jan 25 2007,2,5866,5392,,6.8
3479,Taimanin Asagi,Action,Feb 24 2007 to Aug 23 2008,4,13508,3830,,7.02
3479,Taimanin Asagi,Demons,Feb 24 2007 to Aug 23 2008,4,13508,3830,,7.02
3479,Taimanin Asagi,Hentai,Feb 24 2007 to Aug 23 2008,4,13508,3830,,7.02
3479,Taimanin Asagi,MartialArts,Feb 24 2007 to Aug 23 2008,4,13508,3830,,7.02
3479,Taimanin Asagi,Supernatural,Feb 24 2007 to Aug 23 2008,4,13508,3830,,7.02
3480,Nayuta,Action,Jul 31 1986,1,1135,9261,9253,5.72
3480,Nayuta,Sci-Fi,Jul 31 1986,1,1135,9261,9253,5.72
3480,Nayuta,Shoujo,Jul 31 1986,1,1135,9261,9253,5.72
3481,Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,Action,Jul 18 1976,1,1636,8406,5534,6.61
3481,Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,Mecha,Jul 18 1976,1,1636,8406,5534,6.61
3481,Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,Sci-Fi,Jul 18 1976,1,1636,8406,5534,6.61
3481,Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,Shounen,Jul 18 1976,1,1636,8406,5534,6.61
3482,Madonna,Sports,Mar 11 1988 to Jun 23 1989,2,1298,8968,6766,6.36
3482,Madonna,Comedy,Mar 11 1988 to Jun 23 1989,2,1298,8968,6766,6.36
3482,Madonna,School,Mar 11 1988 to Jun 23 1989,2,1298,8968,6766,6.36
3483,Maison Ikkoku: Shiki Utsuriyuku Kisetsu no Naka de,Comedy,Dec 21 1988,1,2218,7703,3510,7.07
3483,Maison Ikkoku: Shiki Utsuriyuku Kisetsu no Naka de,Drama,Dec 21 1988,1,2218,7703,3510,7.07
